SITE;Original ID;CID;RAG.TREATMENT;RAG.ORDER;INGFIRST;RAG.LOCAL1;RAG.DISTANT1;RAG.SELF2;RAG.DISTANT2;RAG.ORDER2;INGFIRST2;RAG.DISTANT3;RAG.OUTGROUP3;RAG.SELF4;RAG.OUTGROUP4;GA1;GA2;GA3;HONEST13;HONEST;DG.TREATMENT;DG.ORDER;ORDCODE;DIDRAG;DG.LOCAL1;DG.DISTANT1;DG.SELF2;DG.DISTANT2;DG.DISTANT3;DG.OUTGROUP3;DG.SELF4;DG.OUTGROUP4;GA1;GA2;GA3;DG.HONEST;SEX;AGE13;AGE;FAMILY;CHILDREN;FORMALED;HOUSEHOLD;MAT1;MAT2;MAT3;MAT4;BGPUNISH;BGSTLIMP;BGLIEIMP;BGMURDIMP;BGFEEL;BGSEE;BGREWARD;BGDIE;LGPUNISH;LGSTEALIMP;LGLIEIMP;LGMURDIMP;LGFEEL;LGSEE;LGREWARD;LGDIE;POLEVAL;CORELEMO;INGREMO;OUTGREMO;CORELSIM;OUTSIM
Cachoeira;CA071;1063;1;21;0;12;18;16;14;NA;NA;NA;NA;NA;NA;Yes, it made me realize that there are people in other places that need more than me. And saving too, and that I consider a social responsibility;Economy, social responsibility, and the difference in the use of space;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;18;18;1;0;8;4;1;1;1;1;0;0;0;0;1;1;4;0;1;0;0;0;1;1;4;0;-1;1;5;1;1;NA
Cachoeira;CA072;1064;1;21;0;16;14;15;15;NA;NA;NA;NA;NA;NA;Yes, games with dice when I was a child;Many good things that we learn today;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;35;35;1;1;10;4;0;0;0;0;1;2;2;3;1;1;4;0;1;2;2;3;1;1;3;0;-1;1;3;2;-2;NA
Cachoeira;CA073/DG159;1065;1;21;0;15;15;14;16;NA;NA;NA;NA;NA;NA;Our daily life, that sometimes we win and also lose, independently of what it is or how it is;Knowing how to wine and lose and understand that sometimes many end up with a lot and others with little;NA;0;0;3;1234;1;1;5;5;4;6;5;5;5;5;we need to learn to share things in the correct way without trying to take advantage in anything;religion   ;doesn?t mean anything, it's just a religious object;0;1;38;38;2;1;11;3;1;1;1;1;0;0;0;0;1;1;4;1;0;0;0;0;0;0;0;0;0;1;1;5;0;NA
Cachoeira;CA074/DG158;1066;1;12;1;10;20;13;17;NA;NA;NA;NA;NA;NA;Yes, the misery that many suffer with disease, lack of love, lack of education;About love among people;NA;0;0;4;4123;4;1;5;5;4;6;5;5;4;6;yes, help others   ;about people?s knowledge, about religion, culture;safety;0;0;36;36;2;1;12;3;1;1;1;1;0;0;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;1;1;1;-1;NA
Cachoeira;CA075;1067;3;21;0;18;12;16;14;NA;NA;NA;NA;NA;NA;Yes! Because so much game and I don?t win anything;To have both spiritual and financial knowledge;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;50;50;1;5;8;2;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cachoeira;CA076;1068;3;21;0;16;14;12;18;NA;NA;NA;NA;NA;NA;No;Nothing;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;18;18;1;1;5;7;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cachoeira;CA078;1069;3;12;1;15;15;18;12;NA;NA;NA;NA;NA;NA;It did! Playing with money doesn?t work out;Nothing;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;26;26;1;3;6;5;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cachoeira;CA081;1070;3;12;1;18;12;15;15;NA;NA;NA;NA;NA;NA;No;Nothing;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;20;20;2;2;7;6;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cachoeira;CA082;1071;3;12;1;17;13;14;16;NA;NA;NA;NA;NA;NA;I don?t know;Nothing;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;31;31;1;2;8;4;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cachoeira;CA083;1072;3;21;0;14;16;15;15;NA;NA;NA;NA;NA;NA;Yes! Share what I have with others;To learn to share;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;20;20;1;1;5;8;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cachoeira;CA084;1073;3;12;1;17;13;18;12;NA;NA;NA;NA;NA;NA;That people have to be honest in any situation;Honesty, sincerity;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;30;30;1;2;8;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cachoeira;CA085;1074;3;21;0;19;11;19;11;NA;NA;NA;NA;NA;NA;No;Nothing;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;19;19;2;2;6;3;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cachoeira;CA086;1075;3;21;0;13;17;19;11;NA;NA;NA;NA;NA;NA;No;Nothing;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;31;31;1;2;8;4;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cachoeira;CA089;1076;3;21;0;NA;NA;14;16;NA;NA;NA;NA;NA;NA;I don?t know;I don?t know;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cachoeira;CA090;1077;3;12;1;20;10;NA;NA;NA;NA;NA;NA;NA;NA;It did! Today it made me believe that I will never abandon my orixÿ for any reason whatsoever;At the moment only sincerity;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;43;43;6;5;5;4;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cachoeira;CA091;1078;3;12;1;19;11;14;16;NA;NA;NA;NA;NA;NA;No;I don?t know;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;21;21;1;1;8;4;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cachoeira;CA092;1079;3;12;1;13;17;14;16;NA;NA;NA;NA;NA;NA;It did not;No, nothing;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;32;32;2;0;12;8;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cachoeira;CA094;1080;3;21;0;15;15;19;11;NA;NA;NA;NA;NA;NA;No;No;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;70;70;2;8;8;5;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cachoeira;CA095;1081;3;21;0;11;19;16;14;NA;NA;NA;NA;NA;NA;It did! Honesty;To test honesty   ;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;37;37;2;2;12;4;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cachoeira;CA096;1082;3;21;0;18;12;9;21;NA;NA;NA;NA;NA;NA;Yes! When I was 13 years old and played pigepage [childhood game];No;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;29;29;1;0;11;5;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cachoeira;CA097;1083;3;12;1;17;13;21;9;NA;NA;NA;NA;NA;NA;Yes! Life is a game;Help our fellow men;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;63;63;5;4;12;11;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cachoeira;CA099;1084;3;21;0;17;13;13;17;NA;NA;NA;NA;NA;NA;Yes! I have played a lot of billiards and stayed up many nights;Test honesty;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;35;35;1;3;8;8;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cachoeira;CA100;1085;3;21;0;19;11;16;14;NA;NA;NA;NA;NA;NA;It doesn?t remind me of anything;No;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;37;37;1;0;7;11;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cachoeira;CA103;1086;3;21;0;17;13;11;19;NA;NA;NA;NA;NA;NA;Yes, the faith of [unclear];I don?t know;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;39;39;2;2;12;4;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cachoeira;CA87;1087;3;12;1;18;12;21;9;NA;NA;NA;NA;NA;NA;No at the moment, but I?m unlucky;No, nothing;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;62;62;1;0;11;6;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cachoeira;DG001;1088;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;4123;4;0;7;3;6;4;5;5;NA;NA;yes, poverty, help someone that i think needs it the most;helping people;NA;0;0;45;45;1;2;1;3;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;0;1;1;2;0;0;4;0;NA;NA;NA;NA;NA;NA
Cachoeira;DG002;1089;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4123;4;0;2;8;7;3;3;7;8;2;yes, learn to share;about life;nothing;0;0;35;35;2;3;6;3;0;1;1;1;0;3;4;4;1;1;4;0;1;2;3;2;1;0;3;0;0;2;3;1;-1;NA
Cachoeira;DG003;1090;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1234;1;0;6;4;7;3;5;5;6;4;NA;NA;NA;NA;0;30;30;4;2;8;5;1;1;1;1;1;3;3;4;1;1;4;1;1;2;1;3;1;0;2;0;NA;NA;NA;NA;NA;NA
Cachoeira;DG004;1091;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3412;3;0;6;4;6;4;5;5;5;5;my childhood;honesty;everything to know in life;1;0;19;19;1;0;NA;3;1;1;1;1;1;4;0;0;1;1;4;0;1;0;0;0;1;1;4;0;1;2;2;1;-1;NA
Cachoeira;DG005;1092;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1234;1;0;6;4;6;4;7;3;7;3;no;honesty;the word of god;1;0;30;30;1;2;8;4;1;1;1;1;1;3;3;3;1;1;4;0;1;3;3;3;1;1;4;0;0;5;5;1;-1;NA
Cachoeira;DG006;1093;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2431;2;0;8;2;7;3;7;3;7;3;it made me remember that you can share with others;about candombl? and the economic crisis;money;0;0;41;41;1;2;12;4;1;1;1;1;0;0;0;0;1;1;4;0;1;NA;NA;0;1;1;4;0;0;1;3;1;0;NA
Cachoeira;DG007;1094;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3421;3;0;7;3;7;3;4;6;10;0;yes, to help people;human relations;NA;0;0;59;59;1;1;5;4;1;1;1;1;0;2;2;3;1;1;4;1;0;0;0;0;0;0;0;0;0;1;1;1;-1;NA
Cachoeira;DG008;1095;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2341;2;0;5;5;5;5;7;3;5;5;share things;it?s very important for our lives;to tempt the honesty of each one;0;0;60;60;1;4;6;2;1;1;1;1;1;4;3;4;1;1;4;1;1;3;2;4;1;1;3;1;1;3;4;2;-1;NA
Cachoeira;DG009;1096;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;4123;4;0;7;3;6;4;7;3;8;2;an instance of sharing;about the saints;NA;0;0;33;33;2;3;10;5;1;1;1;0;1;1;2;3;1;1;4;1;1;2;1;3;1;1;4;0;0;1;1;1;0;NA
Cachoeira;DG010;1097;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3412;3;0;7;3;7;3;5;5;6;4;share  ;learn to distribute;nothing;0;0;40;40;4;3;12;5;1;1;1;1;1;4;4;4;1;1;4;0;1;3;3;3;0;0;2;0;2;1;2;2;0;NA
Cachoeira;DG012;1098;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;4123;4;0;6;4;6;4;5;5;6;4;yes, good division;know how to divvy goods;share;0;1;21;21;1;0;17;5;1;0;0;0;1;4;3;4;1;1;4;1;0;NA;0;NA;0;0;0;0;1;1;1;1;-2;NA
Cachoeira;DG013;1099;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1432;1;0;5;5;7;3;4;6;5;5;no;couldn?t say;nothing;0;1;33;33;1;0;2;5;1;1;1;0;1;4;3;4;1;1;4;0;0;1;0;3;0;0;2;0;1;1;1;2;-2;NA
Cachoeira;DG014;1100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3412;3;0;8;2;8;2;6;4;6;4;yes, in the way of helping;about helping people;it means the word of god;0;0;31;31;6;1;10;3;1;1;1;1;1;3;3;3;1;1;4;0;0;0;3;3;0;0;1;0;-2;1;2;1;0;NA
Cachoeira;DG015;1101;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1234;1;0;10;0;10;0;0;10;10;0;NA;NA;NA;NA;1;46;46;1;0;3;1;1;1;1;1;1;2;2;2;1;1;NA;0;0;0;0;0;0;0;0;0;-2;NA;1;1;2;NA
Cachoeira;DG016;1102;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1234;1;0;7;3;8;2;4;6;8;2;no ;about candombl?     ;NA;0;1;48;48;4;2;7;2;1;1;1;1;1;2;2;3;1;1;4;1;1;0;2;3;1;1;4;0;0;1;1;4;-1;NA
Cachoeira;DG017;1103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4123;4;0;6;4;4;6;4;6;4;6;yes! add;learn to give;nothing;0;0;39;39;1;8;5;4;1;1;1;1;1;4;3;4;1;1;3;1;0;0;1;2;0;0;1;0;2;NA;2;2;-1;NA
Cachoeira;DG018;1104;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3412;3;0;8;2;10;0;5;5;8;2;nothing;don?t know;don?t know;0;0;40;40;1;5;17;7;1;1;1;1;1;4;4;4;1;1;4;0;1;0;1;0;1;0;2;0;0;1;1;1;-2;NA
Cachoeira;DG019;1105;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2143;2;0;5;5;5;5;5;5;5;5;my childhood;learn to share ;don?t know;0;0;30;30;NA;1;7;6;1;1;1;1;1;4;2;4;1;1;4;0;0;3;1;2;0;0;0;0;1;1;1;1;-2;NA
Cachoeira;DG020;1106;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3412;3;0;NA;NA;6;4;5;5;6;4;yes, childhood games;about two religions;NA;0;0;20;20;1;0;11;7;1;1;1;1;1;2;3;3;1;1;4;1;0;2;3;3;1;1;4;0;0;1;2;1;0;NA
Cachoeira;DG021;1107;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1234;1;0;5;5;5;5;6;4;5;5;no;about religions;NA;0;0;46;46;1;0;5;2;1;1;1;1;0;2;2;2;1;1;4;1;0;2;2;2;1;1;0;0;-2;1;1;2;0;NA
Cachoeira;DG022;1108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2341;2;0;5;5;5;5;5;5;5;5;no;don?t know;nothing;0;1;40;40;2;1;6;3;1;1;1;1;1;4;4;4;1;1;3;1;0;0;1;1;0;0;1;0;1;1;1;1;1;NA
Cachoeira;DG023;1109;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4123;4;0;5;5;5;5;5;5;5;5;no;don?t know;don?t know;0;1;35;35;1;0;17;3;0;0;0;0;0;2;2;4;1;1;4;0;0;0;0;0;0;0;0;0;0;1;2;5;1;NA
Cachoeira;DG024;1110;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3412;3;0;5;5;5;5;5;5;5;5;yes. all our lives we have to share with others;religion and beliefs in general;nothing;0;0;37;37;1;2;NA;4;1;1;1;1;1;3;3;4;1;1;4;0;1;3;3;4;1;0;3;0;2;5;5;1;1;NA
Cachoeira;DG025;1111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3412;3;0;5;5;9;1;5;5;7;3;yes, share;don?t know;an experience;0;1;37;37;NA;1;7;4;1;1;1;1;1;1;NA;4;1;1;4;0;1;4;4;2;1;1;4;0;NA;1;1;1;-1;NA
Cachoeira;DG026;1112;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1234;1;0;5;5;3;7;8;2;0;10;yes, illness;religiosity;NA;0;1;38;38;1;0;5;2;1;1;1;0;1;0;0;0;1;1;4;1;1;4;4;0;1;1;4;0;0;5;5;1;0;NA
Cachoeira;DG027;1113;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4123;4;0;5;5;7;3;3;7;8;2;no ;about candombl? ;everything   ;0;0;21;21;1;0;8;3;1;1;1;1;1;1;1;3;1;1;4;1;0;0;0;0;0;0;0;0;0;1;1;5;2;NA
Cachoeira;DG028;1114;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1234;1;0;5;5;5;5;4;6;5;5;no;no;no;0;1;28;28;6;0;3;2;1;NA;1;1;1;0;1;1;1;1;4;0;0;0;0;0;0;0;0;0;0;1;1;1;-1;NA
Cachoeira;DG029;1115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1234;1;0;5;5;5;5;5;5;5;5;no;no;no;0;0;19;19;1;0;7;7;1;1;1;1;1;3;3;4;1;1;4;0;0;0;NA;2;0;0;1;0;2;1;1;1;2;NA
Cachoeira;DG030;1116;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;4123;4;0;5;5;7;3;5;5;7;3;that money is always involved in everything;people?s religiosity;nothing;0;0;28;28;1;0;9;4;1;1;1;1;1;4;3;4;1;1;4;1;0;1;1;2;0;0;2;0;2;1;1;3;0;NA
Cachoeira;DG033;1117;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3412;3;0;10;0;10;0;0;10;10;0;no;don?t know;don?t know;0;NA;22;22;1;0;17;5;1;1;1;1;1;0;1;4;1;1;4;0;0;0;0;0;0;0;0;0;-2;1;1;1;-1;NA
Cachoeira;DG035;1118;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2341;2;0;7;3;6;4;4;6;5;5;it made me remember my mother who likes to share all that she has;help others;share;0;0;42;42;1;2;5;3;1;1;1;1;1;4;3;4;1;1;3;1;0;2;1;3;0;0;1;0;1;1;1;2;1;NA
Cachoeira;DG036;1119;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2341;2;0;6;4;6;4;3;7;5;5;help others;make donations;nothing;0;0;42;42;1;3;5;4;1;1;1;1;1;3;2;4;1;1;4;1;1;1;0;1;0;0;1;0;2;1;2;2;-1;NA
Cachoeira;DG037;1120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1234;1;0;3;7;10;0;0;10;9;1;NA;NA;NA;NA;1;42;42;1;NA;17;3;0;0;1;0;1;NA;4;4;1;1;4;0;0;0;0;0;0;0;0;1;2;1;1;5;0;NA
Cachoeira;DG038;1121;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2341;2;0;6;4;8;2;4;6;8;2;no;religion   ;it means jesus;0;1;38;38;1;1;11;2;1;1;1;1;0;0;0;0;1;1;4;0;1;0;0;0;0;0;0;0;0;1;1;3;0;NA
Cachoeira;DG039;1122;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3412;3;0;5;5;10;0;0;10;3;7;NA;NA;NA;0;1;32;32;1;1;17;2;0;0;0;0;1;4;4;4;1;NA;NA;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA
Cachoeira;DG041;1123;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4123;4;0;7;3;6;4;5;5;6;4;candombl?;know to respect all religions;share;0;0;66;66;2;4;0;3;1;1;1;1;1;3;2;4;1;1;4;1;1;3;0;2;1;1;3;1;0;3;5;1;2;NA
Cachoeira;DG042;1124;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3412;3;0;6;4;5;5;6;4;1;9;no ;about religion  ;NA;0;0;40;40;1;3;5;3;1;1;1;1;1;3;3;3;1;1;4;1;1;3;3;3;1;1;4;1;0;2;5;1;1;NA
Cachoeira;DG043;1125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2341;2;0;5;5;7;3;5;5;6;4;no ;don?t know;no;0;1;18;18;1;0;8;3;1;1;1;1;1;3;2;4;1;1;4;0;0;0;0;0;0;0;0;0;2;1;1;5;0;NA
Cachoeira;DG046;1126;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2341;2;0;5;5;5;5;4;6;10;0;no ;related to candombl?;the word of god;0;0;58;58;6;0;2;2;1;1;1;0;0;1;1;1;1;1;4;0;1;2;2;2;1;1;0;0;1;1;1;1;1;NA
Cachoeira;DG047;1127;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3412;3;0;5;5;6;4;6;4;5;5;yes, share;about religion  ;a study about god?s word;0;0;45;45;2;2;11;5;1;1;1;1;0;1;2;2;1;1;4;1;1;1;2;2;0;1;4;0;0;1;2;1;-1;NA
Cachoeira;DG049;1128;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4123;4;0;NA;NA;10;0;0;10;0;10;when i was part of the povo-de-santo (people of candombl?);religion   ;NA;0;0;29;29;1;3;NA;4;1;1;1;1;1;0;0;0;1;1;4;1;1;4;4;4;1;1;4;0;NA;NA;NA;NA;NA;NA
Cachoeira;DG050;1129;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2341;2;0;5;5;6;4;3;7;6;4;yes, a help ;to help someone needy;doesn?t mean anything;0;0;18;18;1;0;11;4;1;1;1;1;1;2;2;2;1;1;4;0;0;2;2;2;0;1;4;0;1;1;1;1;-1;NA
Cachoeira;DG051;1130;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4123;4;0;8;2;9;1;2;8;7;3;learn to share;sharing;donation;0;0;43;43;2;4;5;3;1;1;1;1;NA;2;NA;3;1;1;4;1;1;2;1;4;1;1;3;1;1;2;3;1;-1;NA
Cachoeira;DG052;1131;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1234;1;0;5;5;7;3;2;8;7;3;nothing;nothing;don?t know;0;0;35;35;2;2;17;3;1;1;1;1;1;0;0;0;1;NA;4;0;0;0;0;0;0;0;0;0;-1;1;1;1;1;NA
Cachoeira;DG053;1132;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1234;1;0;6;4;5;5;5;5;5;5;no  ;religion   ;NA;0;0;22;22;1;1;10;3;1;1;1;1;1;0;1;1;1;1;4;1;1;2;2;2;1;1;4;0;0;1;2;1;1;NA
